resume_text,skills,education,certifications,experience_years,job_title_similarity,label
"Experienced in SQL, Cybersecurity, and SQL. Holds a High School degree. Certified in Google Data Analytics. 8 years of experience.","Cybersecurity, Deep Learning",Master's,Certified Ethical Hacker,4,0.4,0
"Experienced in Project Management, Python, and Marketing. Holds a Master's degree. Certified in Google Data Analytics. 4 years of experience.","Project Management, SQL",High School,Google Data Analytics,15,0.27,1
"Experienced in Marketing, Project Management, and SQL. Holds a Master's degree. Certified in Google Data Analytics. 12 years of experience.","Cybersecurity, SQL, Java, Python",Master's,PMP,9,0.66,1
"Experienced in Java, Deep Learning, and Marketing. Holds a Master's degree. Certified in Certified Ethical Hacker. 5 years of experience.","Project Management, Data Analysis, SQL",High School,PMP,16,0.65,1
"Experienced in SQL, Cloud Computing, and Cybersecurity. Holds a PhD degree. Certified in AWS Certified. 3 years of experience.","Cloud Computing, Cybersecurity, SQL",Bachelor's,None,15,0.35,1
"Experienced in Cybersecurity, Machine Learning, and SQL. Holds a Master's degree. Certified in PMP. 1 years of experience.","Java, Marketing, Python, Machine Learning",Master's,None,5,0.27,1
"Experienced in Cybersecurity, Cloud Computing, and Deep Learning. Holds a PhD degree. Certified in PMP. 5 years of experience.","Machine Learning, Java",Bachelor's,Certified Ethical Hacker,13,0.7,0
"Experienced in Python, Deep Learning, and Cybersecurity. Holds a High School degree. Certified in Google Data Analytics. 3 years of experience.","Data Analysis, SQL, Project Management",High School,Certified Ethical Hacker,9,0.34,1
"Experienced in Cloud Computing, SQL, and Java. Holds a Master's degree. Certified in Certified Ethical Hacker. 2 years of experience.","SQL, Cloud Computing, Project Management, Data Analysis",PhD,AWS Certified,9,0.84,0
"Experienced in Java, Java, and Marketing. Holds a High School degree. Certified in PMP. 7 years of experience.","Project Management, Data Analysis, Java, Machine Learning",PhD,Google Data Analytics,9,0.45,0
"Experienced in Cybersecurity, Marketing, and Deep Learning. Holds a High School degree. Certified in PMP. 3 years of experience.","Cybersecurity, Java",Bachelor's,None,0,0.48,1
"Experienced in Cybersecurity, Cybersecurity, and Java. Holds a High School degree. Certified in Certified Ethical Hacker. 6 years of experience.","Project Management, Java, Cloud Computing",High School,AWS Certified,14,0.56,1
"Experienced in Machine Learning, Machine Learning, and SQL. Holds a PhD degree. Certified in AWS Certified. 12 years of experience.","Machine Learning, Project Management",PhD,PMP,18,0.31,0
"Experienced in Data Analysis, Python, and Java. Holds a High School degree. Certified in Google Data Analytics. 10 years of experience.","Machine Learning, Cloud Computing",Master's,None,3,0.87,1
"Experienced in Java, Cloud Computing, and Java. Holds a Bachelor's degree. Certified in Google Data Analytics. 1 years of experience.","Project Management, Deep Learning, Java",Bachelor's,Certified Ethical Hacker,11,0.22,0
"Experienced in Java, Cloud Computing, and Deep Learning. Holds a High School degree. Certified in None. 11 years of experience.","Data Analysis, Cybersecurity, Marketing",High School,PMP,16,0.65,1
"Experienced in Java, Data Analysis, and SQL. Holds a High School degree. Certified in Google Data Analytics. 4 years of experience.","Project Management, Python, Cloud Computing",Master's,AWS Certified,10,0.59,0
"Experienced in Java, Machine Learning, and Cybersecurity. Holds a Master's degree. Certified in Certified Ethical Hacker. 9 years of experience.","Python, Machine Learning, Marketing",Master's,Certified Ethical Hacker,8,0.47,1
"Experienced in Marketing, Project Management, and Java. Holds a High School degree. Certified in None. 4 years of experience.","Deep Learning, Cybersecurity, Cloud Computing",Bachelor's,AWS Certified,5,0.84,1
"Experienced in Deep Learning, Deep Learning, and Marketing. Holds a Master's degree. Certified in AWS Certified. 12 years of experience.","Data Analysis, Python, Cybersecurity, Cloud Computing",High School,Certified Ethical Hacker,1,0.78,1
"Experienced in Machine Learning, Python, and Java. Holds a Master's degree. Certified in PMP. 12 years of experience.","Project Management, Machine Learning",High School,Google Data Analytics,16,0.64,0
"Experienced in Deep Learning, Machine Learning, and Marketing. Holds a High School degree. Certified in Google Data Analytics. 11 years of experience.","Cybersecurity, Machine Learning",Master's,Google Data Analytics,12,0.34,0
"Experienced in Project Management, Marketing, and Machine Learning. Holds a Master's degree. Certified in None. 8 years of experience.","Data Analysis, SQL, Marketing, Project Management",Master's,Certified Ethical Hacker,0,0.74,1
"Experienced in Python, Python, and Java. Holds a Master's degree. Certified in Google Data Analytics. 10 years of experience.","Data Analysis, Python",PhD,Certified Ethical Hacker,10,0.88,1
"Experienced in Marketing, Cybersecurity, and SQL. Holds a Master's degree. Certified in PMP. 10 years of experience.","Marketing, Python, Cloud Computing",Bachelor's,None,5,0.5,0
"Experienced in SQL, Project Management, and Cloud Computing. Holds a Master's degree. Certified in Certified Ethical Hacker. 13 years of experience.","Cybersecurity, Data Analysis, Java, SQL",High School,None,0,0.34,0
"Experienced in Deep Learning, Data Analysis, and Java. Holds a PhD degree. Certified in Certified Ethical Hacker. 6 years of experience.","Data Analysis, Machine Learning",Bachelor's,Google Data Analytics,8,0.43,0
"Experienced in Java, Marketing, and SQL. Holds a Bachelor's degree. Certified in AWS Certified. 9 years of experience.","Cloud Computing, Deep Learning, SQL, Machine Learning",Bachelor's,PMP,13,0.52,1
"Experienced in Marketing, Python, and Cloud Computing. Holds a High School degree. Certified in None. 9 years of experience.","Python, Marketing, Data Analysis, SQL",High School,PMP,6,0.42,0
"Experienced in Cloud Computing, Machine Learning, and Java. Holds a Bachelor's degree. Certified in PMP. 15 years of experience.","Marketing, Machine Learning",PhD,Google Data Analytics,11,0.36,1
"Experienced in Marketing, Project Management, and Data Analysis. Holds a High School degree. Certified in PMP. 11 years of experience.","Cloud Computing, Machine Learning, Data Analysis, Python",Bachelor's,PMP,17,0.22,1
"Experienced in Data Analysis, Marketing, and Machine Learning. Holds a Bachelor's degree. Certified in None. 9 years of experience.","Python, Cloud Computing",PhD,AWS Certified,7,0.62,0
"Experienced in Deep Learning, Machine Learning, and Cybersecurity. Holds a Bachelor's degree. Certified in None. 2 years of experience.","Deep Learning, SQL, Java, Data Analysis",Master's,Google Data Analytics,14,0.88,0
"Experienced in Java, Marketing, and Data Analysis. Holds a Master's degree. Certified in Google Data Analytics. 7 years of experience.","Cloud Computing, Machine Learning",High School,PMP,5,0.33,1
"Experienced in Cloud Computing, Marketing, and Deep Learning. Holds a High School degree. Certified in PMP. 4 years of experience.","Python, Data Analysis",Bachelor's,Google Data Analytics,6,0.3,0
"Experienced in Project Management, Java, and Java. Holds a Master's degree. Certified in None. 10 years of experience.","Cybersecurity, Java",Master's,Google Data Analytics,6,0.8,1
"Experienced in Data Analysis, SQL, and Cybersecurity. Holds a PhD degree. Certified in AWS Certified. 4 years of experience.","Project Management, Python, Deep Learning",PhD,None,15,0.47,0
"Experienced in Machine Learning, Java, and Project Management. Holds a PhD degree. Certified in AWS Certified. 6 years of experience.","Deep Learning, Data Analysis",PhD,Google Data Analytics,5,0.6,1
"Experienced in Cloud Computing, Machine Learning, and Cybersecurity. Holds a Master's degree. Certified in PMP. 12 years of experience.","SQL, Cybersecurity",PhD,None,13,0.33,0
"Experienced in Deep Learning, Project Management, and Python. Holds a Bachelor's degree. Certified in AWS Certified. 14 years of experience.","Data Analysis, Cloud Computing",PhD,None,14,0.71,0
"Experienced in SQL, Marketing, and Project Management. Holds a Master's degree. Certified in None. 13 years of experience.","Marketing, Java",PhD,Google Data Analytics,7,0.66,0
"Experienced in Java, Project Management, and Cybersecurity. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 5 years of experience.","SQL, Cybersecurity, Python",High School,Certified Ethical Hacker,17,0.38,0
"Experienced in Cybersecurity, Project Management, and Data Analysis. Holds a Bachelor's degree. Certified in None. 5 years of experience.","Deep Learning, Data Analysis",PhD,None,18,0.2,0
"Experienced in Machine Learning, Data Analysis, and Project Management. Holds a High School degree. Certified in None. 9 years of experience.","Deep Learning, SQL",Bachelor's,Google Data Analytics,19,0.39,0
"Experienced in Cloud Computing, Java, and Cloud Computing. Holds a Bachelor's degree. Certified in None. 5 years of experience.","Deep Learning, Project Management, Machine Learning",PhD,Google Data Analytics,16,0.22,1
"Experienced in Data Analysis, Cybersecurity, and Marketing. Holds a PhD degree. Certified in AWS Certified. 12 years of experience.","Cloud Computing, Python, Marketing",Master's,Google Data Analytics,20,0.75,0
"Experienced in Python, Data Analysis, and Python. Holds a High School degree. Certified in Google Data Analytics. 15 years of experience.","Python, Deep Learning, Project Management",Bachelor's,PMP,6,0.33,1
"Experienced in Data Analysis, Project Management, and Java. Holds a Master's degree. Certified in None. 8 years of experience.","Data Analysis, Cybersecurity, Cloud Computing",Master's,None,3,0.88,0
"Experienced in SQL, Data Analysis, and Cloud Computing. Holds a PhD degree. Certified in PMP. 4 years of experience.","SQL, Python",Bachelor's,Google Data Analytics,2,0.31,1
"Experienced in Python, Cybersecurity, and Project Management. Holds a Bachelor's degree. Certified in AWS Certified. 2 years of experience.","Deep Learning, Marketing, Cybersecurity",Master's,Google Data Analytics,20,0.73,1
"Experienced in Deep Learning, Cybersecurity, and Project Management. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 9 years of experience.","Cloud Computing, Data Analysis",Master's,PMP,18,0.82,1
"Experienced in SQL, Marketing, and Java. Holds a Bachelor's degree. Certified in None. 13 years of experience.","Machine Learning, Project Management, Python, Deep Learning",Bachelor's,Google Data Analytics,4,0.83,1
"Experienced in Marketing, Python, and Deep Learning. Holds a Bachelor's degree. Certified in AWS Certified. 11 years of experience.","Java, Machine Learning, Project Management, Python",PhD,None,4,0.34,0
"Experienced in Java, Marketing, and Cybersecurity. Holds a PhD degree. Certified in None. 13 years of experience.","Data Analysis, Java",Bachelor's,None,3,0.75,1
"Experienced in Project Management, Cloud Computing, and Cloud Computing. Holds a Master's degree. Certified in Certified Ethical Hacker. 5 years of experience.","Cloud Computing, Python",Bachelor's,Google Data Analytics,19,0.45,1
"Experienced in Java, Data Analysis, and Machine Learning. Holds a Master's degree. Certified in Certified Ethical Hacker. 1 years of experience.","Python, Machine Learning, Cybersecurity",Master's,Google Data Analytics,11,0.75,0
"Experienced in Cybersecurity, SQL, and Deep Learning. Holds a Master's degree. Certified in Google Data Analytics. 14 years of experience.","Marketing, Cybersecurity, Project Management",Bachelor's,PMP,17,0.31,0
"Experienced in SQL, Python, and Cybersecurity. Holds a High School degree. Certified in Google Data Analytics. 6 years of experience.","Python, Cybersecurity",Master's,Google Data Analytics,13,0.66,1
"Experienced in Java, Deep Learning, and Python. Holds a Bachelor's degree. Certified in Certified Ethical Hacker. 12 years of experience.","Deep Learning, Project Management, Marketing, Cloud Computing",PhD,None,19,0.23,1
"Experienced in SQL, Cloud Computing, and Cloud Computing. Holds a Bachelor's degree. Certified in AWS Certified. 2 years of experience.","Data Analysis, SQL, Python",PhD,PMP,11,0.62,1
"Experienced in Project Management, Python, and Python. Holds a Master's degree. Certified in Certified Ethical Hacker. 13 years of experience.","Java, Cybersecurity",PhD,Google Data Analytics,4,0.62,1
"Experienced in Machine Learning, Marketing, and Project Management. Holds a PhD degree. Certified in None. 15 years of experience.","Java, Machine Learning, Marketing, Python",Bachelor's,Certified Ethical Hacker,7,0.29,0
"Experienced in Marketing, Data Analysis, and Data Analysis. Holds a High School degree. Certified in Certified Ethical Hacker. 5 years of experience.","SQL, Python, Cybersecurity",Bachelor's,Google Data Analytics,12,0.43,0
"Experienced in Java, Cloud Computing, and Cloud Computing. Holds a Bachelor's degree. Certified in PMP. 13 years of experience.","Data Analysis, Cybersecurity, Deep Learning, SQL",Bachelor's,Certified Ethical Hacker,14,0.45,0
